cofactor_id,struct.burial_depth,struct.iron_count,struct.is_rieske,struct.is_hipip,Protein.count.ALA,Protein.count.ARG,Protein.count.ASN,Protein.count.ASP,Protein.count.CYS,Protein.count.GLN,Protein.count.GLU,Protein.count.GLY,Protein.count.HIS,Protein.count.ILE,Protein.count.LEU,Protein.count.LYS,Protein.count.MET,Protein.count.PHE,Protein.count.PRO,Protein.count.SER,Protein.count.THR,Protein.count.TRP,Protein.count.TYR,Protein.count.VAL,Protein.prop.Volume,Protein.prop.Log(Solubility (m at 20ºC)),Protein.prop.Hydrophobicity,Protein.prop.Isoelectric point,Protein.prop.P(helix),Protein.prop.nOats in side chain,Protein.prop.nSats in side chain,Protein.prop.nNats in side chain,Protein.prop.Steric hindrance,Protein.prop.nH-bonds,Protein.prop.Vol / log(solub),Protein.prop.Vol / P(helix),Protein.prop.Vol / P(sheet),Protein.prop.log(Solub) x Flex,Protein.prop.Steric hindrance x Flexibility,Protein.prop.Flexibility,Protein.prop.P(helix)+P(sheet),Protein.prop.log(Solub) x Hydrophobicity,Protein.prop.Hydrophobicity x Flex.,Protein.prop.V / (P(helix)+P(sheet)),Protein.prop.Steric hindrance / P(helix),Protein.prop.Isoelectric point / P(sheet),Protein.prop.P(sheet),Protein.prop.Vol x isoelectric point,Protein.prop.Isoelectric point / P(helix),Protein.prop.P(helix) / P(sheet),Protein.prop.Steric hindrance / P(sheet),Protein.prop.P(helix) x Flex.,Protein.mean.Volume,Protein.mean.Log(Solubility (m at 20ºC)),Protein.mean.Hydrophobicity,Protein.mean.Isoelectric point,Protein.mean.P(helix),Protein.mean.nOats in side chain,Protein.mean.nSats in side chain,Protein.mean.nNats in side chain,Protein.mean.Steric hindrance,Protein.mean.nH-bonds,Protein.mean.Vol / log(solub),Protein.mean.Vol / P(helix),Protein.mean.Vol / P(sheet),Protein.mean.log(Solub) x Flex,Protein.mean.Steric hindrance x Flexibility,Protein.mean.Flexibility,Protein.mean.P(helix)+P(sheet),Protein.mean.log(Solub) x Hydrophobicity,Protein.mean.Hydrophobicity x Flex.,Protein.mean.V / (P(helix)+P(sheet)),Protein.mean.Steric hindrance / P(helix),Protein.mean.Isoelectric point / P(sheet),Protein.mean.P(sheet),Protein.mean.Vol x isoelectric point,Protein.mean.Isoelectric point / P(helix),Protein.mean.P(helix) / P(sheet),Protein.mean.Steric hindrance / P(sheet),Protein.mean.P(helix) x Flex.,seq.CTDC__PolarizabilityC1,seq.CTDC__PolarizabilityC2,seq.CTDC__PolarizabilityC3,seq.CTDC__SolventAccessibilityC1,seq.CTDC__SolventAccessibilityC2,seq.CTDC__SolventAccessibilityC3,seq.CTDC__SecondaryStrC1,seq.CTDC__SecondaryStrC2,seq.CTDC__SecondaryStrC3,seq.CTDC__ChargeC1,seq.CTDC__ChargeC2,seq.CTDC__ChargeC3,seq.CTDC__PolarityC1,seq.CTDC__PolarityC2,seq.CTDC__PolarityC3,seq.CTDC__NormalizedVDWVC1,seq.CTDC__NormalizedVDWVC2,seq.CTDC__NormalizedVDWVC3,seq.CTDC__HydrophobicityC1,seq.CTDC__HydrophobicityC2,seq.CTDC__HydrophobicityC3,seq.CTDT__PolarizabilityT12,seq.CTDT__PolarizabilityT13,seq.CTDT__PolarizabilityT23,seq.CTDT__SolventAccessibilityT12,seq.CTDT__SolventAccessibilityT13,seq.CTDT__SolventAccessibilityT23,seq.CTDT__SecondaryStrT12,seq.CTDT__SecondaryStrT13,seq.CTDT__SecondaryStrT23,seq.CTDT__ChargeT12,seq.CTDT__ChargeT13,seq.CTDT__ChargeT23,seq.CTDT__PolarityT12,seq.CTDT__PolarityT13,seq.CTDT__PolarityT23,seq.CTDT__NormalizedVDWVT12,seq.CTDT__NormalizedVDWVT13,seq.CTDT__NormalizedVDWVT23,seq.CTDT__HydrophobicityT12,seq.CTDT__HydrophobicityT13,seq.CTDT__HydrophobicityT23,pH,Em
P38589_SF4,6.268479347229004,4,0,1,4,0,3,5,4,3,2,4,0,4,0,8,2,1,5,5,1,1,2,3,7325.700000000001,-14.339474535433162,14.83,356.15,14.990000000000002,28,6,15,115.35,119,1316.879946521908,29812.10059263922,25487.425030581264,-177.9491159612617,1050.5590000000002,762.3000000000001,32.129999999999995,-8.756097338795836,118.218,13025.848646479828,478.6082439176752,1286.2148855410403,17.14,47074.33400000001,1548.9844298623632,54.87681406627533,366.1212114776466,178.90500000000006,128.52105263157895,-0.2515697286918099,0.2601754385964912,6.248245614035088,0.2629824561403509,0.4912280701754385,0.1052631578947368,0.2631578947368421,2.023684210526316,2.087719298245614,23.103156956524703,523.0193086427934,447.1478075540573,-3.1219143151098545,18.43085964912281,13.373684210526315,0.5636842105263157,-0.1536157427858918,2.074,228.5236604645584,8.396635858204828,22.565173430544565,0.3007017543859649,825.86550877193,27.17516543618181,0.9627511239697426,6.423179148730642,3.138684210526317,0.333,0.421,0.246,0.368,0.368,0.263,0.333,0.281,0.386,0.14,0.737,0.123,0.298,0.228,0.14,0.421,0.263,0.246,0.368,0.368,0.263,0.339,0.143,0.286,0.286,0.161,0.161,0.25,0.268,0.143,0.196,0.054,0.161,0.143,0.107,0.054,0.196,0.196,0.179,0.232,0.214,0.143,7.0,450.0
O23813_SF4,22.09920120239257,4,0,0,55,39,31,34,7,24,39,56,6,35,52,42,11,23,39,33,34,8,22,45,84248.19999999998,-190.04150303926028,208.34,3968.87,181.58,290,18,234,1354.34,1280,75035.65015097539,314975.28430257394,296278.0728454312,-1296.5537233243415,11064.014,7953.5,369.5,-138.63121022020223,1113.658,145119.5932510694,5097.107041746524,14728.145788460277,187.92000000000004,540035.925,15996.2761577681,670.454641963562,4313.908420821101,2012.547,132.6743307086614,-0.2992779575421421,0.3280944881889764,6.250188976377952,0.2859527559055118,0.4566929133858268,0.0283464566929133,0.368503937007874,2.1328188976377955,2.015748031496063,118.16637819051242,496.024069767833,466.5796422762696,-2.041816887124948,17.42364409448819,12.5251968503937,0.5818897637795275,-0.2183168664885074,1.7537921259842522,228.5347925213692,8.026940223222871,23.193930375527994,0.2959370078740158,850.4502755905512,25.19098607522536,1.0558340818323813,6.793556568222206,3.1693653543307088,0.334,0.428,0.238,0.443,0.329,0.228,0.422,0.274,0.304,0.128,0.757,0.115,0.32,0.209,0.137,0.395,0.356,0.238,0.329,0.386,0.285,0.281,0.156,0.199,0.279,0.211,0.147,0.24,0.256,0.183,0.186,0.038,0.17,0.129,0.098,0.057,0.292,0.18,0.175,0.232,0.194,0.237,7.5,-400.0
P16099_SF4,25.842288970947266,4,0,0,63,43,24,46,11,25,53,65,24,46,47,41,16,19,39,36,40,16,31,44,97273.9,-258.1399259740493,239.2,4493.09,208.99,354,27,283,1568.0600000000004,1507,71884.32587703434,361916.7824392871,341327.92144051375,-1725.541042589427,12705.967,9122.2,424.96,-167.9338500051574,1270.14,166993.39473007218,5853.230230022959,16620.469637928705,215.97000000000003,614553.991,18045.068057078657,773.5523665579252,4990.014132854212,2305.789,133.43470507544583,-0.3541014073718097,0.3281207133058985,6.163360768175584,0.2866803840877914,0.48559670781893,0.037037037037037,0.3882030178326474,2.1509739368998635,2.06721536351166,98.60675703296891,496.4564916862649,468.2138840061917,-2.366997314937485,17.429310013717423,12.51330589849108,0.5829355281207134,-0.2303619341634532,1.742304526748971,229.07187205771217,8.02912240058019,22.79899813158945,0.2962551440329218,843.0095898491085,24.75317977651393,1.0611143574182789,6.84501252792073,3.162947873799726,0.343,0.396,0.261,0.427,0.318,0.255,0.428,0.284,0.288,0.115,0.749,0.136,0.316,0.193,0.148,0.396,0.328,0.261,0.318,0.409,0.273,0.265,0.157,0.201,0.28,0.217,0.181,0.254,0.236,0.159,0.174,0.026,0.221,0.141,0.095,0.054,0.245,0.184,0.168,0.269,0.192,0.216,7.0,0.0
P12943_SF4_proximal,9.194936752319336,4,0,0,31,6,13,11,13,5,18,31,8,11,18,18,10,12,21,9,14,3,11,25,37084.8,-80.99505241189101,128.29000000000002,1770.37,79.82999999999998,110,23,73,604.4399999999999,470,-5314.196647284155,145217.9086516253,128023.66671598428,-555.0005353232239,5130.106,3868.6,166.79999999999998,-69.67985811120555,1080.322,64330.25679768616,2365.845810074142,6511.797810051096,86.97000000000001,231366.289,7564.863991886456,292.1184007207968,1870.989447267196,951.2250000000004,128.76666666666668,-0.2812328208746215,0.4454513888888889,6.147118055555556,0.2771874999999999,0.3819444444444444,0.0798611111111111,0.2534722222222222,2.09875,1.6319444444444444,-18.45207169195887,504.2288494848101,444.52662054161215,-1.927085192094528,17.812868055555555,13.432638888888889,0.5791666666666666,-0.2419439517750192,3.751118055555555,223.36894721418807,8.21474239609077,22.61040906267742,0.3019791666666667,803.3551701388889,26.26688886071686,1.0143000025027666,6.496491136344429,3.302864583333334,0.333,0.431,0.236,0.5,0.247,0.253,0.396,0.309,0.295,0.083,0.816,0.101,0.358,0.198,0.111,0.406,0.312,0.236,0.247,0.434,0.319,0.314,0.171,0.195,0.265,0.247,0.132,0.213,0.226,0.213,0.136,0.003,0.185,0.139,0.063,0.049,0.275,0.22,0.136,0.237,0.16,0.317,7.0,-340.0
P12943_SF4_distal,17.02252769470215,4,0,0,31,6,13,11,13,5,18,31,8,11,18,18,10,12,21,9,14,3,11,25,37084.8,-80.99505241189101,128.29000000000002,1770.37,79.82999999999998,110,23,73,604.4399999999999,470,-5314.196647284155,145217.9086516253,128023.66671598428,-555.0005353232239,5130.106,3868.6,166.79999999999998,-69.67985811120555,1080.322,64330.25679768616,2365.845810074142,6511.797810051096,86.97000000000001,231366.289,7564.863991886456,292.1184007207968,1870.989447267196,951.2250000000004,128.76666666666668,-0.2812328208746215,0.4454513888888889,6.147118055555556,0.2771874999999999,0.3819444444444444,0.0798611111111111,0.2534722222222222,2.09875,1.6319444444444444,-18.45207169195887,504.2288494848101,444.52662054161215,-1.927085192094528,17.812868055555555,13.432638888888889,0.5791666666666666,-0.2419439517750192,3.751118055555555,223.36894721418807,8.21474239609077,22.61040906267742,0.3019791666666667,803.3551701388889,26.26688886071686,1.0143000025027666,6.496491136344429,3.302864583333334,0.333,0.431,0.236,0.5,0.247,0.253,0.396,0.309,0.295,0.083,0.816,0.101,0.358,0.198,0.111,0.406,0.312,0.236,0.247,0.434,0.319,0.314,0.171,0.195,0.265,0.247,0.132,0.213,0.226,0.213,0.136,0.003,0.185,0.139,0.063,0.049,0.275,0.22,0.136,0.237,0.16,0.317,7.0,-290.0
P00208_D13G_V14G_SF4_proximal,5.534756660461426,4,0,0,3,2,2,5,9,2,14,7,0,7,3,2,2,0,5,4,6,0,3,5,10245.6,-37.38572412668408,30.47999999999999,451.08000000000015,22.17,55,11,12,170.12999999999997,182,-7087.610668442019,40727.99447266987,36103.35466507401,-366.6100984918684,1590.4740000000002,1114.2,46.9,-10.450799315489537,338.6,17746.751405865754,684.3308652696348,1612.1950688113452,24.73,57402.721,2016.6412216218023,83.23523424434457,531.6647254731896,258.96500000000003,126.4888888888889,-0.4615521497121491,0.3762962962962962,5.568888888888891,0.2737037037037037,0.6790123456790124,0.1358024691358024,0.1481481481481481,2.1003703703703698,2.246913580246914,-87.50136627706196,502.8147465761712,445.7204279638767,-4.526050598665042,19.635481481481484,13.755555555555556,0.5790123456790123,-0.1290222137714757,4.180246913580247,219.09569636871305,8.448529200859689,19.903642824831422,0.3053086419753086,708.6755679012346,24.89680520520744,1.027595484498081,6.563762042878884,3.197098765432099,0.309,0.58,0.111,0.42,0.333,0.247,0.346,0.37,0.284,0.049,0.716,0.235,0.358,0.284,0.049,0.37,0.407,0.111,0.333,0.346,0.321,0.388,0.075,0.113,0.287,0.175,0.212,0.263,0.2,0.188,0.075,0.025,0.325,0.2,0.05,0.013,0.362,0.075,0.113,0.3,0.2,0.188,7.0,-547.0
P00208_D13G_V14G_SF4_distal,9.72246265411377,4,0,0,3,2,2,5,9,2,14,7,0,7,3,2,2,0,5,4,6,0,3,5,10245.6,-37.38572412668408,30.47999999999999,451.08000000000015,22.17,55,11,12,170.12999999999997,182,-7087.610668442019,40727.99447266987,36103.35466507401,-366.6100984918684,1590.4740000000002,1114.2,46.9,-10.450799315489537,338.6,17746.751405865754,684.3308652696348,1612.1950688113452,24.73,57402.721,2016.6412216218023,83.23523424434457,531.6647254731896,258.96500000000003,126.4888888888889,-0.4615521497121491,0.3762962962962962,5.568888888888891,0.2737037037037037,0.6790123456790124,0.1358024691358024,0.1481481481481481,2.1003703703703698,2.246913580246914,-87.50136627706196,502.8147465761712,445.7204279638767,-4.526050598665042,19.635481481481484,13.755555555555556,0.5790123456790123,-0.1290222137714757,4.180246913580247,219.09569636871305,8.448529200859689,19.903642824831422,0.3053086419753086,708.6755679012346,24.89680520520744,1.027595484498081,6.563762042878884,3.197098765432099,0.309,0.58,0.111,0.42,0.333,0.247,0.346,0.37,0.284,0.049,0.716,0.235,0.358,0.284,0.049,0.37,0.407,0.111,0.333,0.346,0.321,0.388,0.075,0.113,0.287,0.175,0.212,0.263,0.2,0.188,0.075,0.025,0.325,0.2,0.05,0.013,0.362,0.075,0.113,0.3,0.2,0.188,7.0,-445.0
P00203_SF4,4.884798049926758,4,0,0,4,1,1,8,6,1,8,3,1,4,3,2,1,1,3,4,3,1,0,8,8013.3,-28.337180550671768,25.63,347.41,17.640000000000004,41,7,10,138.01999999999998,130,-6067.385419658307,30763.1590704703,27759.28581540339,-346.51417381458594,1299.509,829.0999999999999,37.3,-4.706552569566284,205.32,13638.868031526195,538.5613489244104,1196.560795464996,19.660000000000004,44831.577,1451.9137023680369,64.83917213619901,430.9051603698064,206.81099999999995,127.1952380952381,-0.4497965166773296,0.4068253968253968,5.514444444444444,0.2800000000000001,0.6507936507936508,0.1111111111111111,0.1587301587301587,2.1907936507936503,2.063492063492064,-96.30770507394138,488.30411222968735,440.6235843714824,-5.500224981183904,20.627126984126985,13.16031746031746,0.5920634920634921,-0.0747071836439092,3.2590476190476187,216.48996875438408,8.548592840070006,18.99302849944437,0.3120634920634921,711.6123333333333,23.04624924393709,1.0291932085110953,6.839764450314386,3.282714285714285,0.349,0.54,0.111,0.476,0.333,0.19,0.333,0.365,0.302,0.048,0.698,0.254,0.381,0.206,0.063,0.397,0.397,0.111,0.333,0.286,0.381,0.5,0.081,0.097,0.306,0.194,0.081,0.21,0.258,0.258,0.065,0.032,0.355,0.113,0.065,0.032,0.419,0.081,0.097,0.145,0.242,0.274,8.0,-385.0
P00214_C25A_SF4,5.530542850494385,4,0,0,8,1,4,11,8,4,14,3,0,6,7,6,2,5,9,1,3,2,2,9,14130.2,-52.193497443556616,45.870000000000005,592.3299999999999,30.66,64,10,19,232.58999999999995,209,-7458.803585099093,52989.70107924413,48926.43367169305,-701.52173504645,2009.4310000000005,1186.7,63.01999999999998,-14.459411727561122,350.646,23702.60348679249,912.0753958425476,2040.6835344442136,32.36,80894.47899999999,2408.299277596329,113.1418493634292,741.8318647303834,326.719,134.57333333333332,-0.4970809280338725,0.4368571428571429,5.641238095238094,0.292,0.6095238095238096,0.0952380952380952,0.1809523809523809,2.2151428571428564,1.9904761904761905,-71.03622461999136,504.663819802325,465.9660349685052,-6.681159381394762,19.137438095238096,11.301904761904762,0.600190476190476,-0.1377086831196297,3.3394857142857144,225.7390808265952,8.686432341357596,19.435081280421084,0.3081904761904762,770.4236095238094,22.936183596155512,1.0775414225088495,7.065065378384603,3.111609523809524,0.248,0.581,0.171,0.457,0.381,0.162,0.4,0.333,0.267,0.067,0.695,0.238,0.39,0.295,0.067,0.333,0.419,0.171,0.381,0.248,0.371,0.298,0.106,0.163,0.394,0.144,0.154,0.221,0.202,0.183,0.077,0.029,0.356,0.269,0.058,0.019,0.317,0.115,0.135,0.25,0.298,0.192,7.8,-600.0
Q55389_SF4,11.718186378479004,4,0,0,11,5,6,8,7,3,12,3,3,2,8,8,6,5,6,6,9,1,3,6,15752.999999999998,-47.31502959563794,35.910000000000004,710.76,34.809999999999995,67,13,39,251.16000000000005,269,1475.6243674534162,57729.78556373967,55544.97749704435,-571.5796242493047,2523.758,1454.1999999999998,69.91,-18.283747964337472,408.624,26696.90035944256,960.2856182358234,2525.719445330915,35.099999999999994,97071.261,2755.915622776777,129.2154950746422,832.8766701099125,401.336,133.49999999999997,-0.4009748270816774,0.3043220338983051,6.023389830508474,0.295,0.5677966101694916,0.1101694915254237,0.3305084745762712,2.1284745762711865,2.2796610169491527,12.505291249605222,489.2354708791498,470.7201482800368,-4.84389512075682,21.387779661016943,12.32372881355932,0.592457627118644,-0.1549470166469277,3.462915254237288,226.24491830036064,8.138013713862911,21.40440207907555,0.297457627118644,822.6378050847459,23.35521714217608,1.0950465684291713,7.058276865338242,3.401152542372881,0.314,0.424,0.263,0.364,0.356,0.28,0.475,0.28,0.246,0.11,0.72,0.169,0.322,0.229,0.136,0.364,0.314,0.263,0.356,0.347,0.297,0.248,0.137,0.214,0.214,0.222,0.162,0.248,0.162,0.162,0.137,0.051,0.239,0.179,0.068,0.068,0.239,0.154,0.154,0.222,0.154,0.265,7.0,-320.0
P00212_SF4,4.509288311004639,4,0,0,8,0,2,15,4,1,6,6,0,8,2,4,2,3,6,1,4,0,4,5,10313.2,-41.79029950273414,28.76,442.61,22.16,54,6,7,174.78000000000003,150,-8199.175863040095,40855.89352100715,36411.719476621154,-547.2580703410129,1591.8979999999997,1091.6,46.42,-6.086789066064629,98.21599999999998,18148.41395624469,696.7919776376588,1602.705026512128,24.26,57257.612,1899.602062137496,83.4358104313325,555.8382991294446,275.4240000000001,127.32345679012344,-0.5159296234905449,0.3550617283950617,5.464320987654321,0.2735802469135802,0.6666666666666666,0.074074074074074,0.0864197530864197,2.157777777777778,1.851851851851852,-101.22439337086536,504.39374717292776,449.5274009459402,-6.756272473345838,19.65306172839506,13.476543209876544,0.5730864197530864,-0.0751455440254892,1.212543209876543,224.05449328697148,8.602370094292084,19.786481808791702,0.2995061728395062,706.8840987654321,23.45187731033945,1.0300717337201544,6.862201223820304,3.4002962962962973,0.42,0.42,0.16,0.444,0.346,0.21,0.284,0.346,0.37,0.049,0.691,0.259,0.346,0.185,0.049,0.494,0.296,0.16,0.346,0.358,0.296,0.425,0.138,0.113,0.25,0.15,0.188,0.237,0.237,0.237,0.075,0.025,0.362,0.075,0.05,0.037,0.325,0.163,0.087,0.25,0.188,0.263,7.0,-280.0
P38941_SF4,5.97447681427002,4,0,1,11,2,6,4,4,1,4,6,3,1,6,3,0,1,4,4,3,2,3,4,9016.1,-23.92653683589368,25.059999999999995,440.17,20.23,33,4,24,141.88,143,2535.458425641575,35129.15362050803,32343.31811835107,-211.46435553682352,1450.985,1051.1,40.99999999999999,-15.62195396074168,220.182,15936.537108761937,554.5818537970746,1661.2488798222707,20.770000000000003,56043.833000000006,1836.3828763257443,76.9465629085789,469.00646231366585,267.16800000000006,125.22361111111113,-0.3323130116096344,0.3480555555555555,6.113472222222223,0.2809722222222222,0.4583333333333333,0.0555555555555555,0.3333333333333333,1.970555555555556,1.9861111111111112,35.21470035613299,487.9049113959448,449.2127516437649,-2.937004938011438,20.15256944444444,14.59861111111111,0.5694444444444443,-0.2169715827880788,3.0580833333333337,221.3407931772491,7.702525747181592,23.07290110864265,0.2884722222222222,778.3865694444445,25.505317726746448,1.0687022626191514,6.513978643245359,3.710666666666667,0.389,0.417,0.194,0.486,0.278,0.236,0.417,0.25,0.333,0.069,0.819,0.111,0.292,0.208,0.111,0.444,0.306,0.194,0.278,0.472,0.25,0.338,0.141,0.197,0.268,0.155,0.155,0.183,0.254,0.155,0.127,0.014,0.183,0.099,0.056,0.056,0.268,0.169,0.141,0.282,0.141,0.197,7.0,260.0
P00207_SF4_proximal,5.526078701019287,4,0,0,6,1,2,3,9,3,4,3,0,3,0,4,1,2,4,3,6,0,2,7,7907.099999999999,-19.74549076134313,29.01,380.45,16.66,30,10,12,137.59,132,-6960.187770864255,32582.16591944921,25930.66618909914,-254.069140606304,1344.753,835.9000000000001,37.18,-13.362986905011024,377.69,13501.70441972331,579.1394681336325,1277.288458312283,20.52,48445.658,1661.565743235666,58.46343203428416,410.0529845228136,199.944,125.5095238095238,-0.3134204882752879,0.4604761904761904,6.038888888888889,0.2644444444444444,0.4761904761904761,0.1587301587301587,0.1904761904761904,2.183968253968254,2.095238095238096,-110.47917096609928,517.1772368166542,411.5978760174467,-4.032843501687365,21.345285714285712,13.268253968253967,0.5901587301587301,-0.2121109032541432,5.9950793650793655,214.31276856703667,9.19268997037512,20.27441997321084,0.3257142857142857,768.9786984126985,26.374059416439145,0.9279909846711772,6.5087775321081525,3.173714285714285,0.333,0.508,0.159,0.476,0.27,0.254,0.302,0.46,0.238,0.079,0.81,0.111,0.381,0.206,0.079,0.397,0.302,0.159,0.27,0.381,0.349,0.339,0.113,0.113,0.306,0.274,0.145,0.29,0.194,0.226,0.113,0.016,0.21,0.21,0.065,0.016,0.306,0.129,0.081,0.21,0.242,0.274,7.5,-480.0
P00207_SF4_distal,6.888730525970459,4,0,0,6,1,2,3,9,3,4,3,0,3,0,4,1,2,4,3,6,0,2,7,7907.099999999999,-19.74549076134313,29.01,380.45,16.66,30,10,12,137.59,132,-6960.187770864255,32582.16591944921,25930.66618909914,-254.069140606304,1344.753,835.9000000000001,37.18,-13.362986905011024,377.69,13501.70441972331,579.1394681336325,1277.288458312283,20.52,48445.658,1661.565743235666,58.46343203428416,410.0529845228136,199.944,125.5095238095238,-0.3134204882752879,0.4604761904761904,6.038888888888889,0.2644444444444444,0.4761904761904761,0.1587301587301587,0.1904761904761904,2.183968253968254,2.095238095238096,-110.47917096609928,517.1772368166542,411.5978760174467,-4.032843501687365,21.345285714285712,13.268253968253967,0.5901587301587301,-0.2121109032541432,5.9950793650793655,214.31276856703667,9.19268997037512,20.27441997321084,0.3257142857142857,768.9786984126985,26.374059416439145,0.9279909846711772,6.5087775321081525,3.173714285714285,0.333,0.508,0.159,0.476,0.27,0.254,0.302,0.46,0.238,0.079,0.81,0.111,0.381,0.206,0.079,0.397,0.302,0.159,0.27,0.381,0.349,0.339,0.113,0.113,0.306,0.274,0.145,0.29,0.194,0.226,0.113,0.016,0.21,0.21,0.065,0.016,0.306,0.129,0.081,0.21,0.242,0.274,7.5,-480.0
P00211_SF4_proximal,4.638064384460449,4,0,0,2,0,3,3,8,2,9,5,0,4,2,2,1,0,3,3,0,0,2,10,7447.099999999999,-27.97322534295481,28.640000000000004,331.84,15.920000000000002,34,9,7,126.07000000000002,118,-6739.00230010487,29796.855839006774,25259.808280968413,-279.82699606120525,1118.2069999999997,808.8,34.92,-10.653387200694713,296.592,12701.688562088792,501.39847571102246,1146.1925778285,19.0,41887.92900000001,1487.163885697779,57.55651509318115,372.95417710102,182.867,126.22203389830509,-0.474122463439912,0.4854237288135594,5.624406779661016,0.2698305084745763,0.576271186440678,0.1525423728813559,0.1186440677966101,2.1367796610169494,2.0,-114.22037796787916,505.0314548984199,428.1323437452273,-4.742830441715343,18.952661016949147,13.708474576271186,0.591864406779661,-0.1805658847575375,5.026983050847457,215.28285698455585,8.498279249339364,19.42699284455085,0.3220338983050847,709.964898305085,25.206167554199645,0.9755341541217144,6.321257239000339,3.099440677966101,0.22,0.695,0.085,0.525,0.322,0.153,0.305,0.407,0.288,0.034,0.763,0.203,0.458,0.288,0.034,0.271,0.508,0.085,0.322,0.254,0.424,0.276,0.103,0.052,0.345,0.172,0.086,0.224,0.19,0.293,0.052,0.017,0.31,0.293,0.017,0.0,0.276,0.103,0.034,0.172,0.259,0.276,8.0,-500.0
P00211_SF4_distal,6.701256275177002,4,0,0,2,0,3,3,8,2,9,5,0,4,2,2,1,0,3,3,0,0,2,10,7447.099999999999,-27.97322534295481,28.640000000000004,331.84,15.920000000000002,34,9,7,126.07000000000002,118,-6739.00230010487,29796.855839006774,25259.808280968413,-279.82699606120525,1118.2069999999997,808.8,34.92,-10.653387200694713,296.592,12701.688562088792,501.39847571102246,1146.1925778285,19.0,41887.92900000001,1487.163885697779,57.55651509318115,372.95417710102,182.867,126.22203389830509,-0.474122463439912,0.4854237288135594,5.624406779661016,0.2698305084745763,0.576271186440678,0.1525423728813559,0.1186440677966101,2.1367796610169494,2.0,-114.22037796787916,505.0314548984199,428.1323437452273,-4.742830441715343,18.952661016949147,13.708474576271186,0.591864406779661,-0.1805658847575375,5.026983050847457,215.28285698455585,8.498279249339364,19.42699284455085,0.3220338983050847,709.964898305085,25.206167554199645,0.9755341541217144,6.321257239000339,3.099440677966101,0.22,0.695,0.085,0.525,0.322,0.153,0.305,0.407,0.288,0.034,0.763,0.203,0.458,0.288,0.034,0.271,0.508,0.085,0.322,0.254,0.424,0.276,0.103,0.052,0.345,0.172,0.086,0.224,0.19,0.293,0.052,0.017,0.31,0.293,0.017,0.0,0.276,0.103,0.034,0.172,0.259,0.276,8.0,-440.0
P00198_SF4_proximal,5.386987686157227,4,0,0,9,1,2,6,8,1,3,4,0,5,0,0,1,0,4,3,1,0,2,6,6590.5,-19.57122105514697,28.630000000000003,319.72,14.89,27,9,6,115.9,100,-1021.7879626447108,27698.9118626128,22424.82640547607,-258.19641224496627,1201.745,859.2,32.5,-7.894419545574152,294.658,11528.031600583694,483.6624917875386,1125.2375336783225,17.61,37705.581,1433.163972185366,54.80968357351618,352.0984008574188,209.966,117.6875,-0.3494860902704816,0.5112500000000001,5.7092857142857145,0.2658928571428571,0.4821428571428571,0.1607142857142857,0.1071428571428571,2.069642857142857,1.7857142857142858,-18.24621361865555,494.6234261180856,400.44332866921553,-4.610650218660112,21.459732142857145,15.342857142857143,0.5803571428571429,-0.1409717775995384,5.261749999999999,205.85770715328024,8.63683021049176,20.093527387112896,0.3144642857142857,673.3139464285714,25.59221378902439,0.9787443495270748,6.287471443882478,3.7493928571428574,0.411,0.518,0.071,0.571,0.232,0.196,0.268,0.393,0.339,0.018,0.821,0.161,0.393,0.179,0.018,0.482,0.304,0.071,0.232,0.411,0.357,0.364,0.055,0.036,0.291,0.273,0.073,0.182,0.218,0.327,0.018,0.018,0.273,0.182,0.018,0.0,0.273,0.055,0.036,0.2,0.164,0.364,7.0,-434.0
P00198_SF4_distal,5.4156904220581055,4,0,0,9,1,2,6,8,1,3,4,0,5,0,0,1,0,4,3,1,0,2,6,6590.5,-19.57122105514697,28.630000000000003,319.72,14.89,27,9,6,115.9,100,-1021.7879626447108,27698.9118626128,22424.82640547607,-258.19641224496627,1201.745,859.2,32.5,-7.894419545574152,294.658,11528.031600583694,483.6624917875386,1125.2375336783225,17.61,37705.581,1433.163972185366,54.80968357351618,352.0984008574188,209.966,117.6875,-0.3494860902704816,0.5112500000000001,5.7092857142857145,0.2658928571428571,0.4821428571428571,0.1607142857142857,0.1071428571428571,2.069642857142857,1.7857142857142858,-18.24621361865555,494.6234261180856,400.44332866921553,-4.610650218660112,21.459732142857145,15.342857142857143,0.5803571428571429,-0.1409717775995384,5.261749999999999,205.85770715328024,8.63683021049176,20.093527387112896,0.3144642857142857,673.3139464285714,25.59221378902439,0.9787443495270748,6.287471443882478,3.7493928571428574,0.411,0.518,0.071,0.571,0.232,0.196,0.268,0.393,0.339,0.018,0.821,0.161,0.393,0.179,0.018,0.482,0.304,0.071,0.232,0.411,0.357,0.364,0.055,0.036,0.291,0.273,0.073,0.182,0.218,0.327,0.018,0.018,0.273,0.182,0.018,0.0,0.273,0.055,0.036,0.2,0.164,0.364,7.0,-434.0
